client_id;nom_client;type_client;ville;code_postal;agence_rattachement;canal_acquisition;date_creation;profil_paiement
CLI-0922;Groupe scolaire Jean-Jaurès 70;Collectivité;Toulouse;31000;Toulouse;Bouche-à-oreille;2026-04-27;Standard
CLI-0923;Quentin Lefèvre;Particulier;Blagnac;31700;Toulouse;Google Ads;2026-04-28;Bon payeur
CLI-0924;Joëlle Da Silva;Particulier;Talence;33400;Bordeaux;Partenaire;2026-04-29;Standard
CLI-0925;Olivier Renard;Particulier;Lattes;34970;Montpellier;Bouche-à-oreille;2026-04-30;Bon payeur
CLI-0926;Restaurant Le Bistrot 19;Syndic;Castelnau-le-Lez;34170;Montpellier;Bouche-à-oreille;2026-05-01;Standard
CLI-0927;Émile Noel;Particulier;Tournefeuille;31170;Toulouse;Site web;2026-05-03;Standard
CLI-0928;Supérette Vival 60;Syndic;Pessac;33600;Bordeaux;Partenaire;2026-05-07;Standard
CLI-0929;Clinique du Parc 40;Professionnel;Tournefeuille;31170;Toulouse;Google Ads;2026-05-08;Standard
CLI-0930;Franck Noel;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2026-05-09;Standard
CLI-0931;Cabinet comptable Serval 82;Professionnel;Castelnau-le-Lez;34170;Montpellier;Site web;2026-05-10;Standard
CLI-0932;Damien Charpentier;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2026-05-12;Standard
CLI-0933;Damien Millet;Particulier;Montpellier;34000;Montpellier;Google Ads;2026-05-15;Standard
CLI-0934;Camille Girard;Particulier;Castelnau-le-Lez;34170;Montpellier;Site web;2026-05-16;Bon payeur
CLI-0935;Résidence Les Oliviers 74;Professionnel;Mérignac;33700;Bordeaux;Google Ads;2026-05-17;Bon payeur
CLI-0936;Rachida Chevalier;Particulier;Muret;31600;Toulouse;Annuaire pro;2026-05-19;Bon payeur
CLI-0937;Office HLM Aquitaine 37;Professionnel;Sète;34200;Montpellier;Annuaire pro;2026-05-20;Standard
CLI-0938;Cabinet vétérinaire Dorel 65;Collectivité;Castelnau-le-Lez;34170;Montpellier;Prospection;2026-05-21;Standard
CLI-0939;Camping Les Pins 18;Syndic;Lunel;34400;Montpellier;Partenaire;2026-05-22;Standard
CLI-0940;CCAS de Muret 78;Professionnel;Muret;31600;Toulouse;Site web;2026-05-24;Standard
CLI-0941;Rachida Millet;Particulier;Balma;31130;Toulouse;Prospection;2026-05-25;Bon payeur
CLI-0942;Marc Roussel;Particulier;Mérignac;33700;Bordeaux;Annuaire pro;2026-05-26;Bon payeur
CLI-0943;Gaëlle Barbier;Particulier;Lattes;34970;Montpellier;Site web;2026-05-27;Standard
CLI-0944;Elsa Barbier;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2026-05-28;Standard
CLI-0945;Yasmine Barbier;Particulier;Libourne;33500;Bordeaux;Annuaire pro;2026-05-30;Bon payeur
CLI-0946;Béatrice Lefèvre;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2026-05-31;Standard
CLI-0947;Lycée Saint-Exupéry 21;Professionnel;Lattes;34970;Montpellier;Site web;2026-06-01;Standard
CLI-0948;Pharmacie Centrale 87;Syndic;Bordeaux;33000;Bordeaux;Google Ads;2026-06-02;Bon payeur
CLI-0949;Salle de sport Ironfit 87;Syndic;Castelnau-le-Lez;34170;Montpellier;Partenaire;2026-06-03;Lent
CLI-0950;Résidence Les Oliviers 13;Syndic;Libourne;33500;Bordeaux;Site web;2026-06-05;Litigieux
CLI-0951;Pharmacie Centrale 46;Professionnel;Talence;33400;Bordeaux;Google Ads;2026-06-06;Standard
CLI-0952;Camping Les Pins 37;Professionnel;Blagnac;31700;Toulouse;Bouche-à-oreille;2026-06-07;Standard
CLI-0953;Olivier Moreau;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2026-06-08;Bon payeur
CLI-0954;Béatrice Renard;Particulier;Libourne;33500;Bordeaux;Site web;2026-06-09;Bon payeur
CLI-0955;Boulangerie Marchetti 66;Professionnel;Libourne;33500;Bordeaux;Partenaire;2026-06-10;Lent
CLI-0956;Mairie de Lattes 17;Collectivité;Pessac;33600;Bordeaux;Partenaire;2026-06-11;Lent
CLI-0957;Cabinet Vergne Immobilier 36;Professionnel;Muret;31600;Toulouse;Site web;2026-06-12;Bon payeur
CLI-0958;Nathalie Dubois;Particulier;Talence;33400;Bordeaux;Prospection;2026-06-13;Standard
CLI-0959;Supérette Vival 60;Syndic;Mérignac;33700;Bordeaux;Site web;2026-06-14;Standard
CLI-0960;Garage Autoplus 62;Professionnel;Bègles;33130;Bordeaux;Site web;2026-06-15;Lent
CLI-0961;Serge Da Silva;Particulier;Sète;34200;Montpellier;Partenaire;2026-06-16;Lent
CLI-0962;Résidence Les Oliviers 72;Professionnel;Bègles;33130;Bordeaux;Partenaire;2026-06-17;Standard
CLI-0963;EHPAD Les Glycines 91;Syndic;Bègles;33130;Bordeaux;Bouche-à-oreille;2026-06-18;Lent
CLI-0964;Cabinet comptable Serval 6;Syndic;Castelnau-le-Lez;34170;Montpellier;Partenaire;2026-06-19;Lent
CLI-0965;Auto-école Conduite Plus 85;Professionnel;Béziers;34500;Montpellier;Partenaire;2026-06-20;Lent
CLI-0966;Résidence Belvédère 67;Collectivité;Muret;31600;Toulouse;Prospection;2026-06-21;Lent
CLI-0967;Marc Lemoine;Particulier;Tournefeuille;31170;Toulouse;Google Ads;2026-06-22;Bon payeur
CLI-0968;Garage Autoplus 63;Professionnel;Bordeaux;33000;Bordeaux;Prospection;2026-06-23;Bon payeur
CLI-0969;Olivier Gaillard;Particulier;Béziers;34500;Montpellier;Site web;2026-06-24;Standard
CLI-0970;CCAS de Muret 41;Syndic;Colomiers;31770;Toulouse;Site web;2026-06-25;Lent
CLI-0971;Fanny Perrin;Particulier;Libourne;33500;Bordeaux;Prospection;2026-06-26;Bon payeur
CLI-0972;Salle de sport Ironfit 96;Syndic;Toulouse;31000;Toulouse;Google Ads;2026-06-28;Litigieux
CLI-0973;Brasserie du Port 63;Syndic;Castelnau-le-Lez;34170;Montpellier;Partenaire;2026-06-29;Lent
CLI-0974;Rachida Rey;Particulier;Béziers;34500;Montpellier;Google Ads;2026-06-30;Bon payeur
