intervention_id;devis_id;date_intervention;mois;exercice;technicien_id;technicien;agence;categorie;heures_devisees;heures_reelles;cout_horaire;cout_main_oeuvre;cout_materiel;statut_intervention
INT-00652;DEV-01563;2025-02-11;2025-02;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.6;3.5;35.0;122.5;578.78;Terminée
INT-00653;DEV-01564;2025-01-31;2025-01;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.9;4.5;33.0;148.5;665.94;Terminée
INT-00654;DEV-01568;2025-02-25;2025-02;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.7;28.0;47.6;91.14;Terminée
INT-00655;DEV-01570;2025-03-05;2025-03;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;32.8;27.8;35.0;973.0;10790.23;Terminée
INT-00656;DEV-01574;2025-02-21;2025-02;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.5;5.2;31.0;161.2;585.56;Terminée
INT-00657;DEV-01576;2025-02-17;2025-02;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;38.8;42.8;33.0;1412.4;5277.89;Terminée
INT-00658;DEV-01578;2025-03-03;2025-03;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;6.9;6.8;32.0;217.6;1131.91;Terminée
INT-00659;DEV-01580;2025-01-28;2025-01;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;1.8;28.0;50.4;133.58;Terminée
INT-00660;DEV-01587;2025-02-20;2025-02;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;15.4;16.5;30.0;495.0;1704.67;Terminée
INT-00661;DEV-01589;2025-02-10;2025-02;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;10.2;9.8;36.0;352.8;2489.44;Terminée
INT-00662;DEV-01590;2025-02-28;2025-02;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;16.4;15.4;32.0;492.8;2107.85;Terminée
INT-00663;DEV-01592;2025-02-17;2025-02;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;2.3;2.2;31.0;68.2;121.9;Terminée
INT-00664;DEV-01594;2025-02-24;2025-02;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;2.1;2.1;33.0;69.3;133.83;Terminée
INT-00665;DEV-01596;2025-02-03;2025-02;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.1;30.0;63.0;249.73;Terminée
INT-00666;DEV-01599;2025-02-26;2025-02;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;1.9;2.0;32.0;64.0;349.82;Terminée
INT-00667;DEV-01601;2025-02-03;2025-02;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.7;3.3;35.0;115.5;230.94;Terminée
INT-00668;DEV-01602;2025-02-21;2025-02;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;23.6;27.3;27.0;737.1;4078.84;Terminée
INT-00669;DEV-01605;2025-02-24;2025-02;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;26.0;33.2;27.0;896.4;3733.63;Terminée
INT-00670;DEV-01618;2025-03-10;2025-03;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;5.5;5.3;32.0;169.6;748.66;Terminée
INT-00671;DEV-01620;2025-02-19;2025-02;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.6;1.8;27.0;48.6;196.85;Terminée
INT-00672;DEV-01621;2025-02-24;2025-02;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.0;2.3;30.0;69.0;190.53;Terminée
INT-00673;DEV-01623;2025-02-14;2025-02;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;11.0;10.7;36.0;385.2;2666.89;Terminée
INT-00674;DEV-01624;2025-03-10;2025-03;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.4;1.2;32.0;38.4;240.02;Terminée
INT-00675;DEV-01629;2025-03-04;2025-03;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;5.4;6.1;28.0;170.8;649.95;Terminée
INT-00676;DEV-01630;2025-02-24;2025-02;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.0;1.0;32.0;32.0;86.34;Terminée
INT-00677;DEV-01633;2025-03-03;2025-03;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.9;8.6;33.0;283.8;905.33;Terminée
INT-00678;DEV-01638;2025-02-25;2025-02;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.0;1.0;31.0;31.0;88.51;Terminée
INT-00679;DEV-01639;2025-03-03;2025-03;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;47.8;41.3;36.0;1486.8;7951.86;Terminée
INT-00680;DEV-01641;2025-03-04;2025-03;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.1;2.5;28.0;70.0;319.47;Terminée
INT-00681;DEV-01645;2025-03-03;2025-03;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;4.5;4.0;35.0;140.0;314.8;Terminée
INT-00682;DEV-01647;2025-02-27;2025-02;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;1.9;2.3;27.0;62.1;227.48;Terminée
INT-00683;DEV-01649;2025-03-20;2025-03;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.3;2.7;28.0;75.6;238.05;Terminée
INT-00684;DEV-01651;2025-02-24;2025-02;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;38.4;36.2;33.0;1194.6;5116.67;Terminée
INT-00685;DEV-01661;2025-03-20;2025-03;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;56.7;49.4;32.0;1580.8;7619.54;Terminée
INT-00686;DEV-01662;2025-04-18;2025-04;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;45.3;49.8;32.0;1593.6;11124.6;Terminée
INT-00687;DEV-01664;2025-02-27;2025-02;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;2.1;2.1;35.0;73.5;306.37;Terminée
INT-00688;DEV-01667;2025-04-14;2025-04;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;13.3;12.2;35.0;427.0;2976.66;Terminée
INT-00689;DEV-01671;2025-03-03;2025-03;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.1;0.9;36.0;32.4;53.05;Terminée
INT-00690;DEV-01673;2025-03-25;2025-03;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;3.4;3.0;35.0;105.0;206.66;Terminée
INT-00691;DEV-01679;2025-04-07;2025-04;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;51.5;46.2;31.0;1432.2;5734.32;Terminée
INT-00692;DEV-01683;2025-03-27;2025-03;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.9;7.9;33.0;260.7;859.67;Terminée
INT-00693;DEV-01686;2025-04-30;2025-04;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;5.1;5.4;30.0;162.0;1214.37;Terminée
INT-00694;DEV-01689;2025-03-07;2025-03;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.6;6.6;33.0;217.8;2399.57;Terminée
INT-00695;DEV-01695;2025-03-24;2025-03;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.1;5.2;27.0;140.4;1424.08;Terminée
INT-00696;DEV-01696;2025-04-21;2025-04;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;3.1;3.1;31.0;96.1;169.89;Terminée
INT-00697;DEV-01701;2025-04-09;2025-04;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;16.8;17.1;31.0;530.1;2305.15;Terminée
INT-00698;DEV-01704;2025-03-24;2025-03;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.4;1.3;35.0;45.5;200.58;Terminée
INT-00699;DEV-01707;2025-04-03;2025-04;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;6.0;6.0;32.0;192.0;1118.3;Terminée
INT-00700;DEV-01709;2025-05-05;2025-05;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;48.2;50.8;28.0;1422.4;7839.11;Terminée
INT-00701;DEV-01710;2025-04-07;2025-04;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.5;1.8;27.0;48.6;111.61;Terminée
INT-00702;DEV-01718;2025-04-15;2025-04;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;46.5;42.7;31.0;1323.7;5991.59;Terminée
INT-00703;DEV-01719;2025-04-01;2025-04;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;16.7;15.8;36.0;568.8;4679.94;Terminée
INT-00704;DEV-01720;2025-04-10;2025-04;2024-2025;TEC-12;Inès Bonnaud;Montpellier;Dépannage;1.7;2.2;29.0;63.8;135.08;Terminée
INT-00705;DEV-01721;2025-05-15;2025-05;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.0;1.0;35.0;35.0;92.66;Terminée
INT-00706;DEV-01722;2025-04-03;2025-04;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;0.9;0.8;35.0;28.0;110.91;Terminée
INT-00707;DEV-01723;2025-04-18;2025-04;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;13.1;15.4;27.0;415.8;2030.61;Terminée
INT-00708;DEV-01724;2025-04-21;2025-04;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.4;30.0;72.0;200.01;Terminée
INT-00709;DEV-01729;2025-04-28;2025-04;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.4;1.8;27.0;48.6;137.24;Terminée
INT-00710;DEV-01733;2025-04-16;2025-04;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.2;28.0;33.6;185.69;Terminée
INT-00711;DEV-01736;2025-04-07;2025-04;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.0;2.3;27.0;62.1;244.32;Terminée
INT-00712;DEV-01738;2025-04-04;2025-04;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;8.1;8.2;35.0;287.0;1229.37;Terminée
INT-00713;DEV-01743;2025-05-22;2025-05;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.6;5.6;33.0;184.8;1638.19;Terminée
INT-00714;DEV-01747;2025-04-24;2025-04;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.5;17.9;31.0;554.9;2423.53;Terminée
INT-00715;DEV-01750;2025-04-14;2025-04;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;9.3;9.2;36.0;331.2;2876.63;Terminée
INT-00716;DEV-01758;2025-05-05;2025-05;2024-2025;TEC-12;Inès Bonnaud;Montpellier;Électricité;7.4;9.9;29.0;287.1;884.7;Terminée
INT-00717;DEV-01760;2025-05-19;2025-05;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;7.9;8.0;32.0;256.0;858.15;Terminée
INT-00718;DEV-01761;2025-05-01;2025-05;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.6;1.9;27.0;51.3;271.61;Terminée
INT-00719;DEV-01762;2025-05-05;2025-05;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;2.0;1.7;35.0;59.5;148.12;Terminée
INT-00720;DEV-01764;2025-05-21;2025-05;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.0;1.0;35.0;35.0;95.94;Terminée
INT-00721;DEV-01767;2025-04-21;2025-04;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;30.2;30.7;35.0;1074.5;8557.17;Terminée
INT-00722;DEV-01769;2025-05-05;2025-05;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;2.0;28.0;56.0;267.21;Terminée
INT-00723;DEV-01770;2025-05-14;2025-05;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;11.2;10.6;35.0;371.0;2886.71;Terminée
INT-00724;DEV-01771;2025-04-21;2025-04;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.2;28.0;33.6;144.72;Terminée
INT-00725;DEV-01775;2025-04-21;2025-04;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;2.1;2.0;35.0;70.0;151.96;Terminée
INT-00726;DEV-01777;2025-05-05;2025-05;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.8;5.5;31.0;170.5;599.26;Terminée
INT-00727;DEV-01780;2025-05-12;2025-05;2024-2025;TEC-10;Bruno Castel;Montpellier;Salle de bain;15.6;20.6;31.0;638.6;2329.5;Terminée
INT-00728;DEV-01788;2025-06-17;2025-06;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.2;3.1;36.0;111.6;302.57;Terminée
INT-00729;DEV-01793;2025-05-05;2025-05;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;10.6;12.2;30.0;366.0;1123.01;Terminée
INT-00730;DEV-01795;2025-05-15;2025-05;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;1.8;1.8;30.0;54.0;213.31;Terminée
INT-00731;DEV-01796;2025-05-19;2025-05;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;27.1;26.4;32.0;844.8;7600.87;Terminée
INT-00732;DEV-01801;2025-05-22;2025-05;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.9;1.7;32.0;54.4;116.12;Terminée
INT-00733;DEV-01810;2025-05-28;2025-05;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.6;28.0;44.8;118.11;Terminée
INT-00734;DEV-01812;2025-05-19;2025-05;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;28.7;33.4;27.0;901.8;6148.65;Terminée
INT-00735;DEV-01814;2025-05-13;2025-05;2024-2025;TEC-11;Damien Roche;Montpellier;Chauffage;8.9;10.3;34.0;350.2;2739.05;Terminée
INT-00736;DEV-01816;2025-06-23;2025-06;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;0.9;0.8;35.0;28.0;80.75;Terminée
INT-00737;DEV-01822;2025-06-02;2025-06;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;4.3;4.3;32.0;137.6;688.29;Terminée
INT-00738;DEV-01825;2025-06-10;2025-06;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;13.8;12.8;32.0;409.6;1575.6;Terminée
INT-00739;DEV-01826;2025-05-05;2025-05;2024-2025;TEC-12;Inès Bonnaud;Montpellier;Salle de bain;5.7;7.8;29.0;226.2;828.59;Terminée
INT-00740;DEV-01829;2025-05-23;2025-05;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.9;6.1;27.0;164.7;569.38;Terminée
INT-00741;DEV-01835;2025-06-05;2025-06;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;46.0;43.1;31.0;1336.1;4866.6;Terminée
INT-00742;DEV-01837;2025-05-26;2025-05;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;43.3;44.0;31.0;1364.0;6529.35;Terminée
INT-00743;DEV-01839;2025-05-09;2025-05;2024-2025;TEC-12;Inès Bonnaud;Montpellier;Électricité;5.3;7.4;29.0;214.6;1823.39;Terminée
INT-00744;DEV-01842;2025-05-23;2025-05;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.3;28.0;36.4;184.13;Terminée
INT-00745;DEV-01852;2025-05-23;2025-05;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;1.7;28.0;47.6;287.4;Terminée
INT-00746;DEV-01859;2025-05-30;2025-05;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.1;1.2;33.0;39.6;141.7;Terminée
INT-00747;DEV-01860;2025-05-30;2025-05;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.3;4.4;30.0;132.0;860.92;Terminée
INT-00748;DEV-01861;2025-06-27;2025-06;2024-2025;TEC-12;Inès Bonnaud;Montpellier;Salle de bain;43.9;60.2;29.0;1745.8;5733.56;Terminée
INT-00749;DEV-01862;2025-05-28;2025-05;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.1;15.0;33.0;495.0;2065.49;Terminée
INT-00750;DEV-01875;2025-07-03;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.2;16.1;33.0;531.3;1595.57;Terminée
INT-00751;DEV-01878;2025-06-18;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.2;16.0;33.0;528.0;2895.47;Terminée
INT-00752;DEV-01882;2025-05-20;2025-05;2024-2025;TEC-11;Damien Roche;Montpellier;Dépannage;1.4;1.5;34.0;51.0;209.78;Terminée
INT-00753;DEV-01883;2025-06-13;2025-06;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.0;0.9;32.0;28.8;93.86;Terminée
INT-00754;DEV-01886;2025-06-16;2025-06;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.9;1.7;31.0;52.7;355.39;Terminée
INT-00755;DEV-01887;2025-06-16;2025-06;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.2;2.9;36.0;104.4;171.92;Terminée
INT-00756;DEV-01888;2025-06-09;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.7;1.6;33.0;52.8;240.02;Terminée
INT-00757;DEV-01893;2025-06-11;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.3;15.9;33.0;524.7;1852.39;Terminée
INT-00758;DEV-01895;2025-06-23;2025-06;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.0;6.5;31.0;201.5;589.02;Terminée
INT-00759;DEV-01897;2025-06-09;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.4;16.8;33.0;554.4;2285.32;Terminée
INT-00760;DEV-01899;2025-05-23;2025-05;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.6;5.6;31.0;173.6;1590.7;Terminée
INT-00761;DEV-01901;2025-06-30;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.4;13.0;33.0;429.0;3090.72;Terminée
INT-00762;DEV-01904;2025-07-07;2025-07;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;8.5;8.5;30.0;255.0;1242.6;Terminée
INT-00763;DEV-01916;2025-07-14;2025-07;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;5.7;5.9;32.0;188.8;940.9;Terminée
INT-00764;DEV-01918;2025-07-14;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.3;28.0;36.4;81.87;Terminée
INT-00765;DEV-01920;2025-06-11;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.1;1.1;33.0;36.3;199.3;Terminée
INT-00766;DEV-01922;2025-06-23;2025-06;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.6;28.0;44.8;109.11;Terminée
INT-00767;DEV-01928;2025-06-19;2025-06;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.1;28.0;30.8;73.89;Terminée
INT-00768;DEV-01930;2025-06-30;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;4.2;3.9;33.0;128.7;604.59;Terminée
INT-00769;DEV-01932;2025-06-23;2025-06;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.4;4.8;27.0;129.6;1754.14;Terminée
INT-00770;DEV-01933;2025-06-16;2025-06;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.7;5.2;33.0;171.6;1704.87;Terminée
INT-00771;DEV-01934;2025-06-06;2025-06;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;14.3;15.4;32.0;492.8;1527.24;Terminée
INT-00772;DEV-01937;2025-06-26;2025-06;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.8;16.3;31.0;505.3;2815.29;Terminée
INT-00773;DEV-01938;2025-06-25;2025-06;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;55.6;62.9;27.0;1698.3;8630.94;Terminée
INT-00774;DEV-01941;2025-07-07;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.7;28.0;47.6;131.5;Terminée
INT-00775;DEV-01942;2025-07-22;2025-07;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;25.2;24.8;32.0;793.6;4046.31;Terminée
INT-00776;DEV-01944;2025-06-25;2025-06;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.5;28.0;42.0;118.17;Terminée
INT-00777;DEV-01948;2025-07-07;2025-07;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;15.4;19.6;27.0;529.2;1712.33;Terminée
INT-00778;DEV-01952;2025-07-09;2025-07;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;47.6;54.1;27.0;1460.7;14096.89;Terminée
INT-00779;DEV-01954;2025-07-28;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;1.7;28.0;47.6;132.95;Terminée
INT-00780;DEV-01955;2025-07-15;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.9;4.8;33.0;158.4;773.13;Terminée
INT-00781;DEV-01957;2025-06-27;2025-06;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;4.9;5.1;32.0;163.2;827.47;Terminée
INT-00782;DEV-01958;2025-07-14;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;40.7;39.3;33.0;1296.9;14420.61;Terminée
INT-00783;DEV-01961;2025-07-16;2025-07;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;6.4;9.0;29.0;261.0;1789.28;Terminée
INT-00784;DEV-01962;2025-07-28;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.1;4.8;33.0;158.4;849.44;Terminée
INT-00785;DEV-01963;2025-07-14;2025-07;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;28.3;36.4;27.0;982.8;3526.43;Terminée
INT-00786;DEV-01965;2025-07-30;2025-07;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.6;18.0;31.0;558.0;2725.69;Terminée
INT-00787;DEV-01969;2025-07-28;2025-07;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;2.2;2.2;35.0;77.0;116.71;Terminée
INT-00788;DEV-01970;2025-07-28;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;39.4;38.0;33.0;1254.0;6769.3;Terminée
INT-00789;DEV-01972;2025-07-25;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.7;28.0;47.6;134.56;Terminée
INT-00790;DEV-01983;2025-07-28;2025-07;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;1.8;1.9;30.0;57.0;327.11;Terminée
INT-00791;DEV-01984;2025-07-08;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;37.1;36.1;33.0;1191.3;6704.06;Terminée
INT-00792;DEV-01990;2025-08-07;2025-08;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.9;6.2;33.0;204.6;2041.01;Terminée
INT-00793;DEV-01993;2025-07-14;2025-07;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;15.5;17.4;30.0;522.0;1810.78;Terminée
INT-00794;DEV-01996;2025-07-30;2025-07;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;2.0;2.0;32.0;64.0;165.03;Terminée
INT-00795;DEV-01997;2025-07-16;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.3;28.0;36.4;100.19;Terminée
INT-00796;DEV-01998;2025-07-07;2025-07;2025-2026;TEC-10;Bruno Castel;Montpellier;Plomberie;5.0;6.3;31.0;195.3;629.24;Terminée
INT-00797;DEV-01999;2025-07-08;2025-07;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.1;5.3;27.0;143.1;429.09;Terminée
INT-00798;DEV-02001;2025-08-04;2025-08;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;27.8;27.6;30.0;828.0;4192.36;Terminée
INT-00799;DEV-02005;2025-07-09;2025-07;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;44.9;42.3;33.0;1395.9;6212.58;Terminée
INT-00800;DEV-02006;2025-08-12;2025-08;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.6;2.1;27.0;56.7;206.5;Terminée
INT-00801;DEV-02007;2025-07-15;2025-07;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;7.8;8.7;32.0;278.4;1036.37;Terminée
INT-00802;DEV-02009;2025-07-22;2025-07;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.7;5.5;27.0;148.5;697.57;Terminée
INT-00803;DEV-02010;2025-07-18;2025-07;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.5;1.9;27.0;51.3;113.44;Terminée
INT-00804;DEV-02011;2025-07-16;2025-07;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;43.8;42.2;32.0;1350.4;13098.49;Terminée
INT-00805;DEV-02014;2025-08-11;2025-08;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.2;5.5;31.0;170.5;619.32;Terminée
INT-00806;DEV-02015;2025-08-18;2025-08;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;17.5;19.0;32.0;608.0;2051.91;Terminée
INT-00807;DEV-02016;2025-07-28;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.3;28.0;36.4;138.75;Terminée
INT-00808;DEV-02019;2025-08-01;2025-08;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;14.3;13.8;30.0;414.0;2093.62;Terminée
INT-00809;DEV-02021;2025-08-18;2025-08;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;39.8;43.7;33.0;1442.1;6917.75;Terminée
INT-00810;DEV-02025;2025-08-27;2025-08;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;5.1;5.5;32.0;176.0;794.41;Terminée
INT-00811;DEV-02028;2025-08-04;2025-08;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;15.6;16.0;31.0;496.0;5593.79;Terminée
INT-00812;DEV-02032;2025-08-04;2025-08;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.1;12.9;33.0;425.7;2021.36;Terminée
INT-00813;DEV-02038;2025-08-19;2025-08;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;48.8;46.6;32.0;1491.2;7147.42;Terminée
INT-00814;DEV-02041;2025-07-25;2025-07;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.5;4.3;30.0;129.0;766.83;Terminée
